0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00
-3.046511056626682201e+00;-1.795050025560507123e+01;3.900990783007139973e-01
6.000172462366293757e+00;2.090416166134468057e+01;2.563562327438897004e+00
5.999827537633706243e+00;-8.904161661344682344e+00;9.436437672561103440e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.000000000000000000e+00;-1.000000000000000000e+00;-1.000000000000000000e+00
1.724623662933133517e-04;1.490416166134468234e+01;-3.436437672561102996e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-2.362154484674885868e+00;7.850568665674039215e-01;7.781336655906413435e-01
5.358524361293553594e-04;5.403589886555915361e-04;5.348186120694066069e-04
-3.043139762244568836e+00;-1.817195209834826741e+01;4.072905061741349253e-01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
