-3.050036598942164687e+02,-1.773910604997799055e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998407975194545383e-01,-1.784319522005739511e-02,6.343290624442943226e-03,0.000000000000000000e+00,3.138467936312043793e+00,9.979759166595062879e-05,3.841651051401230177e+01,-1.828155138798093660e+01
-3.046333032071206617e+02,-1.795049714559258518e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998474419748769604e-01,-1.746690517221113556e-02,1.780517186938368468e-02,2.114235377468224542e+01,3.125513777723199382e+00,-8.101761581510901681e-05,3.900990783007139839e+01,2.890675129251487618e+00
-3.042475238770196597e+02,-1.817194051232597531e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998480435740463301e-01,-1.743243417173721832e-02,6.646244683309987522e-02,4.329010406227773444e+01,3.126308922620421704e+00,5.426086653952918200e-06,4.072905061741349186e+01,3.044465520635668554e+00
-3.038533097000017733e+02,-1.839787467749230018e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998482177956651284e-01,-1.742243871655888704e-02,1.139746348283665611e-01,6.588700766644019780e+01,3.126254276327296466e+00,-4.731793005479409097e-07,4.144548024657993324e+01,1.831208523003766686e+00
-3.034531144917308438e+02,-1.862783724873179608e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998481544797765963e-01,-1.742607194363859566e-02,1.615343969639866373e-01,8.888679757783731361e+01,3.126329886263074176e+00,-6.000215950655399582e-06,4.219401743581650521e+01,1.912069049427493894e+00
-3.030442741010659802e+02,-1.886200496383127756e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998476924825208112e-01,-1.745255962254767951e-02,2.145524973929582302e-01,1.123072019221459641e+02,3.126288327196258265e+00,9.267852400792536482e-06,4.297513548612192835e+01,1.991123670669505685e+00
-3.026279075143151545e+02,-1.910055830370908325e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998477028786710852e-01,-1.745196402255800097e-02,2.632054887631056772e-01,1.361662187437094360e+02,3.125721504714414234e+00,3.771437761138765257e-05,4.378691637235210976e+01,2.008593802884366397e+00
-3.022038343820159412e+02,-1.934355536840210789e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998478692498646847e-01,-1.744242977642156481e-02,2.906427280805701230e-01,1.604696381408733430e+02,3.124763400601418439e+00,4.109681800604180998e-05,4.458201052842942147e+01,1.945509572269807919e+00
-3.017758876781926460e+02,-1.959083244554921066e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998500772637225475e-01,-1.731539764856822664e-02,2.900488453433354152e-01,1.852010117526864406e+02,3.123285145337598934e+00,7.786963938435329273e-05,4.534332403016795610e+01,1.862074415729866317e+00
-3.013426287687444756e+02,-1.984220303871544502e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998394466571677297e-01,-1.791873065506224827e-02,2.388552924243754205e-01,2.103419966377825858e+02,3.125705728563279884e+00,-2.650368361923070349e-04,4.607167006101331452e+01,1.780353135318142321e+00
-3.008743948145535683e+02,-2.009748016208827494e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998342577272872900e-01,-1.820596262009789232e-02,3.865551193969167798e-01,2.358744789902669368e+02,3.134279998414660540e+00,-4.047422191984091340e-04,4.676760653842246995e+01,1.701317248241682734e+00
-3.004037591208582967e+02,-2.035645286139377049e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.997898823757627174e-01,-2.049856334132894517e-02,8.017062994718457958e-01,2.617812047796377897e+02,3.140564902903373312e+00,-8.513402587050971574e-05,4.743272385960666071e+01,1.623899704965161561e+00
-2.998095949864170393e+02,-2.061896947546914362e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.997866720857974121e-01,-2.065454718956799551e-02,1.397970543464396087e+00,2.880453068822812384e+02,3.126547534531364914e+00,1.137169481582723509e-03,4.806672630239459920e+01,1.516684616873558156e+00
-2.993475512408513737e+02,-2.088503809707044638e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.999739018955087211e-01,-7.224647248927925855e-03,1.062582429131509798e+00,3.146429199870661932e+02,3.072995120077695930e+00,2.875359049060175701e-03,4.864607155310550723e+01,1.412160142485507919e+00
-2.992395998444058023e+02,-2.115257617475891493e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.999990743400972715e-01,-1.360631819624175554e-03,-1.696354375775911194e+00,3.415399633515982600e+02,3.025447854919690371e+00,6.877724274728495586e-04,4.919645441638300554e+01,1.367128761162437200e+00
-2.992123177201816020e+02,-2.142325326673980271e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.998871225646629446e-01,-1.502471728049112852e-02,-5.072347219708149169e+00,3.687473887374385981e+02,3.036087303688509653e+00,-1.446743270512566241e-03,4.973977456203545700e+01,1.334396943708586747e+00
-2.981828391896716539e+02,-2.170063525210216994e+03,7.000000000000000000e+00,7.000000000000000000e+00,-9.979201842509815013e-01,-6.446166197428636335e-02,-6.413262981945251795e+00,3.962496284105185964e+02,3.028877293742943344e+00,1.939495806790769022e-03,5.026397197134987493e+01,1.130956307022881191e+00
