0.000000000000000000e+00,6.800000000000000488e-02
1.000000000000000000e+00,6.800000000000000488e-02
2.000000000000000000e+00,6.800000000000000488e-02
3.000000000000000000e+00,6.700000000000000400e-02
4.000000000000000000e+00,6.700000000000000400e-02
5.000000000000000000e+00,6.700000000000000400e-02
6.000000000000000000e+00,6.700000000000000400e-02
7.000000000000000000e+00,6.700000000000000400e-02
8.000000000000000000e+00,6.600000000000000311e-02
9.000000000000000000e+00,6.600000000000000311e-02
1.000000000000000000e+01,6.600000000000000311e-02
1.100000000000000000e+01,6.500000000000000222e-02
1.200000000000000000e+01,6.500000000000000222e-02
1.300000000000000000e+01,6.400000000000000133e-02
1.400000000000000000e+01,6.400000000000000133e-02
1.500000000000000000e+01,6.300000000000000044e-02
1.600000000000000000e+01,6.300000000000000044e-02
1.700000000000000000e+01,6.199999999999999956e-02
1.800000000000000000e+01,6.199999999999999956e-02
1.900000000000000000e+01,6.099999999999999867e-02
2.000000000000000000e+01,5.999999999999999778e-02
2.100000000000000000e+01,5.999999999999999778e-02
2.200000000000000000e+01,5.900000000000000383e-02
2.300000000000000000e+01,5.800000000000000294e-02
2.400000000000000000e+01,5.700000000000000205e-02
2.500000000000000000e+01,5.700000000000000205e-02
2.600000000000000000e+01,5.600000000000000117e-02
2.700000000000000000e+01,5.500000000000000028e-02
2.800000000000000000e+01,5.399999999999999939e-02
2.900000000000000000e+01,5.399999999999999939e-02
3.000000000000000000e+01,5.299999999999999850e-02
3.100000000000000000e+01,5.200000000000000455e-02
3.200000000000000000e+01,5.100000000000000366e-02
3.300000000000000000e+01,5.000000000000000278e-02
3.400000000000000000e+01,5.000000000000000278e-02
3.500000000000000000e+01,4.900000000000000189e-02
3.600000000000000000e+01,4.800000000000000100e-02
3.700000000000000000e+01,4.700000000000000011e-02
3.800000000000000000e+01,4.599999999999999922e-02
3.900000000000000000e+01,4.599999999999999922e-02
4.000000000000000000e+01,4.499999999999999833e-02
4.100000000000000000e+01,4.399999999999999745e-02
4.200000000000000000e+01,4.300000000000000350e-02
4.300000000000000000e+01,4.300000000000000350e-02
4.400000000000000000e+01,4.200000000000000261e-02
4.500000000000000000e+01,4.100000000000000172e-02
4.600000000000000000e+01,4.000000000000000083e-02
4.700000000000000000e+01,4.000000000000000083e-02
4.800000000000000000e+01,3.899999999999999994e-02
4.900000000000000000e+01,3.799999999999999906e-02
5.000000000000000000e+01,3.799999999999999906e-02
5.100000000000000000e+01,3.699999999999999817e-02
5.200000000000000000e+01,3.600000000000000422e-02
5.300000000000000000e+01,3.500000000000000333e-02
5.400000000000000000e+01,3.500000000000000333e-02
5.500000000000000000e+01,3.400000000000000244e-02
5.600000000000000000e+01,3.400000000000000244e-02
5.700000000000000000e+01,3.300000000000000155e-02
5.800000000000000000e+01,3.200000000000000067e-02
5.900000000000000000e+01,3.200000000000000067e-02
6.000000000000000000e+01,3.099999999999999978e-02
6.100000000000000000e+01,3.099999999999999978e-02
6.200000000000000000e+01,2.999999999999999889e-02
6.300000000000000000e+01,2.999999999999999889e-02
6.400000000000000000e+01,2.900000000000000147e-02
6.500000000000000000e+01,2.900000000000000147e-02
6.600000000000000000e+01,2.800000000000000058e-02
6.700000000000000000e+01,2.800000000000000058e-02
6.800000000000000000e+01,2.699999999999999969e-02
6.900000000000000000e+01,2.699999999999999969e-02
7.000000000000000000e+01,2.600000000000000228e-02
7.100000000000000000e+01,2.600000000000000228e-02
7.200000000000000000e+01,2.500000000000000139e-02
7.300000000000000000e+01,2.500000000000000139e-02
7.400000000000000000e+01,2.500000000000000139e-02
7.500000000000000000e+01,2.400000000000000050e-02
7.600000000000000000e+01,2.400000000000000050e-02
7.700000000000000000e+01,4.359999999999999987e-01
7.800000000000000000e+01,2.979999999999999871e-01
7.900000000000000000e+01,2.220000000000000029e-01
8.000000000000000000e+01,2.299999999999999961e-02
8.100000000000000000e+01,1.420000000000000151e-01
8.200000000000000000e+01,1.180000000000000077e-01
