-300.386;-1874.8;-89.0054;89.309
-300.382;-1875.05;-89.0055;89.2331
-300.378;-1875.3;-89.0056;89.1576
-300.373;-1875.54;-89.0057;89.0824
-300.369;-1875.79;-89.0057;89.0068
-300.365;-1876.04;-89.0058;88.9313
-300.361;-1876.28;-89.0059;88.8562
-300.356;-1876.53;-89.0059;88.7809
-300.352;-1876.78;-89.006;88.7053
-300.348;-1877.02;-89.0061;88.6303
-300.343;-1877.27;-89.0062;88.5554
-300.339;-1877.52;-89.0062;88.4798
-300.335;-1877.76;-89.0063;88.4047
-300.331;-1878.01;-89.0064;88.3299
-300.326;-1878.25;-89.0064;88.2547
-300.322;-1878.5;-89.0065;88.1794
-300.318;-1878.74;-89.0066;88.1047
-300.314;-1878.99;-89.0066;88.0299
-300.309;-1879.23;-89.0067;87.9547
-300.305;-1879.47;-89.0068;87.8798
-300.301;-1879.72;-89.0069;87.8052
-300.297;-1879.96;-89.0069;87.7301
-300.292;-1880.21;-89.007;87.6552
-300.288;-1880.45;-89.0071;87.5807
-300.284;-1880.69;-89.0071;87.5058
-300.28;-1880.94;-89.0072;87.4309
-300.276;-1881.18;-89.0073;87.3566
-300.271;-1881.42;-89.0074;87.2822
-300.267;-1881.66;-89.0074;87.2069
-300.263;-1881.91;-89.0075;87.1327
-300.259;-1882.15;-89.0076;87.0584
-300.255;-1882.39;-89.0076;86.9835
-300.25;-1882.63;-89.0077;86.9091
-300.246;-1882.87;-89.0078;86.8349
-300.242;-1883.11;-89.0079;86.7604
-300.238;-1883.35;-89.0079;86.6858
-300.234;-1883.59;-89.008;86.6117
-300.23;-1883.83;-89.0081;86.5376
-300.225;-1884.07;-89.0081;86.463
-300.221;-1884.31;-89.0082;86.3888
-300.217;-1884.55;-89.0083;86.3149
-300.213;-1884.79;-89.0083;86.2405
-300.209;-1885.03;-89.0084;86.1663
-300.205;-1885.27;-89.0085;86.0924
-300.201;-1885.51;-89.0086;86.0182
-300.196;-1885.75;-89.0086;85.944
-300.192;-1885.99;-89.0087;85.8702
-300.188;-1886.23;-89.0088;85.7962
-300.184;-1886.47;-89.0088;85.722
-300.18;-1886.7;-89.0089;85.6483
-300.176;-1886.94;-89.009;85.5748
-300.172;-1887.18;-89.009;85.5005
-300.168;-1887.42;-89.0091;85.4267
-300.163;-1887.65;-89.0092;85.3532
-300.159;-1887.89;-89.0093;85.2793
-300.155;-1888.13;-89.0093;85.2054
-300.151;-1888.36;-89.0094;85.132
-300.147;-1888.6;-89.0095;85.0584
-300.143;-1888.84;-89.0095;84.9844
-300.139;-1889.07;-89.0096;84.9111
-300.135;-1889.31;-89.0097;84.8378
-300.131;-1889.54;-89.0097;84.7636
-300.127;-1889.78;-89.0098;84.6904
-300.123;-1890.01;-89.0099;84.6173
-300.119;-1890.25;-89.01;84.5437
-300.115;-1890.48;-89.01;84.4701
-300.11;-1890.72;-89.0101;84.397
-300.106;-1890.95;-89.0102;84.3237
-300.102;-1891.19;-89.0102;84.25
-300.098;-1891.42;-89.0103;84.1771
-300.094;-1891.65;-89.0104;84.1039
-300.09;-1891.89;-89.0104;84.0304
-300.086;-1892.12;-89.0105;83.9574
-300.082;-1892.35;-89.0106;83.8844
-300.078;-1892.59;-89.0107;83.811
-300.074;-1892.82;-89.0107;83.738
-300.07;-1893.05;-89.0108;83.6653
-300.066;-1893.28;-89.0109;83.592
-300.062;-1893.52;-89.0109;83.5189
-300.058;-1893.75;-89.011;83.4462
-300.054;-1893.98;-89.0111;83.3732
-300.05;-1894.21;-89.0111;83.3001
-300.046;-1894.44;-89.0112;83.2275
-300.042;-1894.67;-89.0113;83.155
-300.038;-1894.9;-89.0114;83.0816
-300.034;-1895.13;-89.0114;83.0091
-300.03;-1895.37;-89.0115;82.9367
-300.026;-1895.6;-89.0116;82.8636
-300.022;-1895.83;-89.0116;82.791
-300.018;-1896.06;-89.0117;82.7186
-300.014;-1896.29;-89.0118;82.6459
-300.01;-1896.51;-89.0118;82.5731
-300.006;-1896.74;-89.0119;82.5008
-300.002;-1896.97;-89.012;82.4284
-299.998;-1897.2;-89.012;82.3555
-299.995;-1897.43;-89.0121;82.2834
-299.991;-1897.66;-89.0122;82.2113
-299.987;-1897.89;-89.0123;82.1382
-299.983;-1898.11;-89.0123;82.0661
-299.979;-1898.34;-89.0124;81.9942
-299.975;-1898.57;-89.0125;81.9212
-299.971;-1898.8;-89.0125;81.8492
-299.967;-1899.02;-89.0126;81.7773
-299.963;-1899.25;-89.0127;81.7047
-299.959;-1899.48;-89.0127;81.6326
-299.955;-1899.71;-89.0128;81.5608
-299.951;-1899.93;-89.0129;81.4885
-299.948;-1900.16;-89.0129;81.4162
-299.944;-1900.38;-89.013;81.3445
-299.94;-1900.61;-89.0131;81.2725
-299.936;-1900.84;-89.0131;81.2001
-299.932;-1901.06;-89.0132;81.1285
-299.928;-1901.29;-89.0133;81.0569
-299.924;-1901.51;-89.0133;80.9843
-299.92;-1901.74;-89.0134;80.9128
-299.916;-1901.96;-89.0135;80.8413
-299.913;-1902.19;-89.0136;80.7688
-299.909;-1902.41;-89.0136;80.6973
-299.905;-1902.63;-89.0137;80.6259
-299.901;-1902.86;-89.0138;80.5538
-299.897;-1903.08;-89.0138;80.4822
-299.893;-1903.3;-89.0139;80.4108
-299.889;-1903.53;-89.014;80.339
-299.886;-1903.75;-89.014;80.2673
-299.882;-1903.97;-89.0141;80.196
-299.878;-1904.2;-89.0142;80.1246
-299.874;-1904.42;-89.0142;80.0527
-299.87;-1904.64;-89.0143;79.9815
-299.866;-1904.86;-89.0144;79.9104
-299.863;-1905.08;-89.0144;79.8383
-299.859;-1905.31;-89.0145;79.7672
-299.855;-1905.53;-89.0146;79.6962
-299.851;-1905.75;-89.0146;79.6243
-299.847;-1905.97;-89.0147;79.5533
-299.844;-1906.19;-89.0148;79.4823
-299.84;-1906.41;-89.0148;79.4107
-299.836;-1906.63;-89.0149;79.3396
-299.832;-1906.85;-89.015;79.2687
-299.828;-1907.07;-89.0151;79.1974
-299.825;-1907.29;-89.0151;79.1261
-299.821;-1907.51;-89.0152;79.0554
-299.817;-1907.73;-89.0153;78.9845
-299.813;-1907.95;-89.0153;78.9132
-299.81;-1908.17;-89.0154;78.8423
-299.806;-1908.39;-89.0155;78.7717
-299.802;-1908.61;-89.0155;78.7005
-299.798;-1908.83;-89.0156;78.6295
-299.795;-1909.04;-89.0157;78.559
-299.791;-1909.26;-89.0157;78.488
-299.787;-1909.48;-89.0158;78.417
-299.783;-1909.7;-89.0159;78.3465
-299.78;-1909.91;-89.0159;78.2757
-299.776;-1910.13;-89.016;78.2047
-299.772;-1910.35;-89.0161;78.1343
-299.768;-1910.57;-89.0161;78.0638
-299.765;-1910.78;-89.0162;77.9928
-299.761;-1911;-89.0163;77.9224
-299.757;-1911.22;-89.0163;77.852
-299.754;-1911.43;-89.0164;77.7812
-299.75;-1911.65;-89.0165;77.7108
-299.746;-1911.86;-89.0165;77.6406
-299.742;-1912.08;-89.0166;77.5699
-299.739;-1912.29;-89.0167;77.4994
