-304.236;-1816.07;-89;99.9944
-304.232;-1816.29;-89;99.9614
-304.227;-1816.57;-89.0001;99.9424
-304.222;-1816.85;-89.0005;99.8044
-304.217;-1817.12;-89.0014;99.5104
-304.212;-1817.4;-89.0038;99.2469
-304.208;-1817.67;-89.0097;99.0004
-304.203;-1817.95;-89.0194;98.7557
-304.198;-1818.22;-89.0326;98.5028
-304.193;-1818.5;-89.0486;98.2351
-304.188;-1818.77;-89.0669;97.9462
-304.184;-1819.04;-89.0873;97.6384
-304.179;-1819.31;-89.1104;97.3128
-304.174;-1819.58;-89.1373;96.9707
-304.169;-1819.85;-89.1702;96.6126
-304.164;-1820.12;-89.2092;96.2489
-304.16;-1820.38;-89.253;95.9041
-304.155;-1820.65;-89.296;95.6118
-304.15;-1820.91;-89.3277;95.3666
-304.145;-1821.18;-89.3454;95.126
-304.141;-1821.44;-89.3492;94.8773
-304.136;-1821.71;-89.3385;94.6511
-304.131;-1821.97;-89.3127;94.6518
-304.127;-1822.23;-89.2895;94.859
-304.123;-1822.5;-89.2695;94.8791
-304.118;-1822.76;-89.2495;94.8785
-304.114;-1823.02;-89.2295;94.9063
-304.11;-1823.29;-89.21;94.9472
-304.105;-1823.55;-89.1909;94.9959
-304.101;-1823.81;-89.1724;95.0523
-304.097;-1824.08;-89.1542;95.1227
-304.092;-1824.34;-89.1363;95.2097
-304.088;-1824.61;-89.1187;95.3023
-304.084;-1824.87;-89.1018;95.3292
-304.08;-1825.14;-89.0868;95.4212
-304.075;-1825.4;-89.074;95.6816
-304.071;-1825.67;-89.0628;95.9699
-304.067;-1825.94;-89.0528;96.2676
-304.062;-1826.2;-89.0439;96.5717
-304.058;-1826.47;-89.0361;96.8784
-304.054;-1826.74;-89.0293;97.1862
-304.049;-1827.01;-89.0231;97.4943
-304.045;-1827.28;-89.0173;97.8026
-304.04;-1827.56;-89.0118;98.1109
-304.036;-1827.83;-89.0064;98.4193
-304.031;-1828.1;-89.0013;98.7278
-304.027;-1828.38;-88.9964;99.0361
-304.022;-1828.65;-88.9919;99.3441
-304.018;-1828.93;-88.9876;99.6517
-304.013;-1829.21;-88.9836;99.9587
-304.008;-1829.48;-88.9798;100.265
-304.003;-1829.76;-88.9762;100.571
-303.999;-1830.04;-88.9727;100.877
-303.994;-1830.32;-88.9694;101.182
-303.989;-1830.61;-88.9662;101.487
-303.984;-1830.89;-88.9631;101.793
-303.979;-1831.17;-88.9601;102.098
-303.974;-1831.45;-88.9572;102.403
-303.969;-1831.74;-88.9543;102.708
-303.964;-1832.03;-88.9515;103.014
-303.959;-1832.31;-88.9488;103.32
-303.954;-1832.6;-88.946;103.626
-303.949;-1832.89;-88.9434;103.933
-303.944;-1833.18;-88.9407;104.24
-303.938;-1833.47;-88.9381;104.547
-303.933;-1833.76;-88.9356;104.855
-303.928;-1834.05;-88.9331;105.164
-303.923;-1834.34;-88.9307;105.472
-303.917;-1834.64;-88.9283;105.781
-303.912;-1834.93;-88.9259;106.091
-303.907;-1835.22;-88.9237;106.4
