-3.365600893408221168e+02,-6.006263589450496987e+00,7.006343290624442943e+00,6.993656709375557057e+00,-9.998407975194545383e-01,-1.784319522005739511e-02,6.343290624442943226e-03,0.000000000000000000e+00,3.141364083909774063e+00,2.581874076111848764e-04,3.841651051401230177e+01,-1.818693479457526507e+01
-3.359073440873551135e+02,-5.868156960260098032e+00,7.017805171869383685e+00,6.982194828130616315e+00,-9.998474419748769604e-01,-1.746690517221113556e-02,1.780517186938368468e-02,2.114235377468224542e+01,3.125513777723199382e+00,-8.101761581510901681e-05,3.900990783007139839e+01,2.890675129251487618e+00
-3.358948204992406090e+02,-5.856354257642610861e+00,7.066462446833099875e+00,6.933537553166900125e+00,-9.998480435740463301e-01,-1.743243417173721832e-02,6.646244683309987522e-02,4.329010406227773444e+01,3.126308922620421704e+00,5.426086653952918200e-06,4.072905061741349186e+01,3.044465520635668554e+00
-3.359237542300062955e+02,-5.853499478562603109e+00,7.113974634828366561e+00,6.886025365171633439e+00,-9.998482177956651284e-01,-1.742243871655888704e-02,1.139746348283665611e-01,6.588700766644019780e+01,3.126254276327296466e+00,-4.731793005479409097e-07,4.144548024657993324e+01,1.831208523003766686e+00
-3.359785495122512771e+02,-5.855675533417463718e+00,7.161534396963986637e+00,6.838465603036013363e+00,-9.998481544797765963e-01,-1.742607194363859566e-02,1.615343969639866373e-01,8.888679757783731361e+01,3.126329886263074176e+00,-6.000215950655399582e-06,4.219401743581650521e+01,1.912069049427493894e+00
-3.360805019162280018e+02,-5.866358488166694585e+00,7.214552497392958230e+00,6.785447502607041770e+00,-9.998476924825208112e-01,-1.745255962254767951e-02,2.145524973929582302e-01,1.123072019221459641e+02,3.126288327196258265e+00,9.267852400792536482e-06,4.297513548612192835e+01,1.991123670669505685e+00
-3.361280501447250231e+02,-5.866988163506484888e+00,7.263205488763105677e+00,6.736794511236894323e+00,-9.998477028786710852e-01,-1.745196402255800097e-02,2.632054887631056772e-01,1.361662187437094360e+02,3.125721504714414234e+00,3.771437761138765257e-05,4.378691637235210976e+01,2.008593802884366397e+00
-3.361372186401611657e+02,-5.863941917255295344e+00,7.290642728080570123e+00,6.709357271919429877e+00,-9.998478692498646847e-01,-1.744242977642156481e-02,2.906427280805701230e-01,1.604696381408733430e+02,3.124763400601418439e+00,4.109681800604180998e-05,4.458201052842942147e+01,1.945509572269807919e+00
-3.358926333692056119e+02,-5.816986612562377701e+00,7.290048845343335415e+00,6.709951154656664585e+00,-9.998500772637225475e-01,-1.731539764856822664e-02,2.900488453433354152e-01,1.852010117526864406e+02,3.123285145337598934e+00,7.786963938435329273e-05,4.534332403016795610e+01,1.862074415729866317e+00
-3.370336911051688844e+02,-6.040185704601171324e+00,7.238855292424375421e+00,6.761144707575624579e+00,-9.998394466571677297e-01,-1.791873065506224827e-02,2.388552924243754205e-01,2.103419966377825858e+02,3.125705728563279884e+00,-2.650368361923070349e-04,4.607167006101331452e+01,1.780353135318142321e+00
-3.377444917676565410e+02,-6.149982904409635687e+00,7.386555119396916780e+00,6.613444880603083220e+00,-9.998342577272872900e-01,-1.820596262009789232e-02,3.865551193969167798e-01,2.358744789902669368e+02,3.134279998414660540e+00,-4.047422191984091340e-04,4.676760653842246995e+01,1.701317248241682734e+00
-3.427981060733994241e+02,-7.028345469885627139e+00,7.801706299471845796e+00,6.198293700528154204e+00,-9.997898823757627174e-01,-2.049856334132894517e-02,8.017062994718457958e-01,2.617812047796377897e+02,3.140564902903373312e+00,-8.513402587050971574e-05,4.743272385960666071e+01,1.623899704965161561e+00
-3.436578281269931949e+02,-7.099611373399365100e+00,8.397970543464396087e+00,5.602029456535603913e+00,-9.997866720857974121e-01,-2.065454718956799551e-02,1.397970543464396087e+00,2.880453068822812384e+02,3.126547534531364914e+00,1.137169481582723509e-03,4.806672630239459920e+01,1.516684616873558156e+00
-3.154827908517615924e+02,-2.279311362717395983e+00,8.062582429131509798e+00,5.937417570868490202e+00,-9.999739018955087211e-01,-7.224647248927925855e-03,1.062582429131509798e+00,3.146429199870661932e+02,3.072995120077695930e+00,2.875359049060175701e-03,4.864607155310550723e+01,1.412160142485507919e+00
