Time;Speed/X;
s;km/h;
0;99.9944;
0;99.9609;
0;99.8988;
0;99.822;
0;99.7348;
0;99.6402;
0;99.54;
0;99.4373;
0;99.3332;
0;99.2281;
0;99.1231;
0;99.0192;
0;98.9168;
0;98.8152;
0;98.7153;
0;98.617;
0;98.5199;
0;98.4238;
0;98.3288;
0;98.2351;
0;98.1423;
0;98.0505;
0;97.9589;
0;97.8679;
0;97.7776;
0;97.6874;
0;97.5973;
0;97.5075;
0;97.4173;
0;97.3271;
0;97.237;
0;97.1471;
0;97.0568;
0;96.967;
0;96.8769;
0;96.7869;
0;96.697;
0;96.6074;
0;96.5185;
0;96.4294;
0;96.3406;
0;96.2521;
0;96.164;
0;96.0763;
0;95.989;
0;95.902;
0;95.8154;
0;95.7292;
0;95.6433;
0;95.5577;
0;95.4725;
0;95.3877;
0;95.3031;
0;95.2189;
0;95.135;
0;95.0514;
0;94.9678;
0;94.8847;
0;94.802;
0;94.7192;
0;94.6372;
0;94.5554;
0;94.474;
0;94.3926;
0;94.3115;
0;94.2309;
0;94.15;
0;94.07;
0;93.9902;
0;93.9103;
0;93.831;
0;93.7517;
0;93.673;
0;93.5946;
0;93.5159;
0;93.4378;
0;93.3602;
0;93.2829;
0;93.2051;
0;93.1277;
0;93.0507;
0;92.9732;
0;92.8958;
0;92.8189;
0;92.7421;
0;92.6649;
0;92.5876;
0;92.5109;
0;92.4339;
0;92.3566;
0;92.28;
0;92.2032;
0;92.1261;
0;92.0494;
0;91.973;
0;91.8963;
0;91.8193;
0;91.7428;
0;91.6664;
0;91.5895;
0;91.513;
0;91.4368;
0;91.36;
0;91.2835;
0;91.2074;
0;91.1313;
0;91.0547;
0;90.9783;
0;90.9023;
0;90.8259;
0;90.7495;
0;90.6736;
0;90.5974;
0;90.521;
0;90.4452;
0;90.3695;
0;90.2934;
0;90.2171;
0;90.1415;
0;90.0657;
0;89.9895;
0;89.9139;
0;89.8383;
0;89.7622;
0;89.6865;
0;89.6111;
0;89.5356;
0;89.4595;
0;89.3842;
0;89.309;
0;89.2331;
0;89.1576;
0;89.0824;
0;89.0068;
0;88.9313;
0;88.8562;
0;88.7809;
0;88.7053;
0;88.6303;
0;88.5554;
0;88.4798;
0;88.4047;
0;88.3299;
0;88.2547;
0;88.1794;
0;88.1047;
0;88.0299;
0;87.9547;
0;87.8798;
0;87.8052;
0;87.7301;
0;87.6552;
0;87.5807;
0;87.5058;
0;87.4309;
0;87.3566;
0;87.2822;
0;87.2069;
0;87.1327;
0;87.0584;
0;86.9835;
0;86.9091;
0;86.8349;
0;86.7604;
0;86.6858;
0;86.6117;
0;86.5376;
0;86.463;
0;86.3888;
0;86.3149;
0;86.2405;
0;86.1663;
0;86.0924;
0;86.0182;
0;85.944;
0;85.8702;
0;85.7962;
0;85.722;
0;85.6483;
0;85.5748;
0;85.5005;
0;85.4267;
0;85.3532;
0;85.2793;
0;85.2054;
0;85.132;
0;85.0584;
0;84.9844;
0;84.9111;
0;84.8378;
0;84.7636;
0;84.6904;
0;84.6173;
0;84.5437;
0;84.4701;
0;84.397;
0;84.3237;
0;84.25;
0;84.1771;
0;84.1039;
0;84.0304;
0;83.9574;
0;83.8844;
0;83.811;
0;83.738;
0;83.6653;
0;83.592;
0;83.5189;
0;83.4462;
0;83.3732;
0;83.3001;
0;83.2275;
0;83.155;
0;83.0816;
0;83.0091;
0;82.9367;
0;82.8636;
0;82.791;
0;82.7186;
0;82.6459;
0;82.5731;
0;82.5008;
0;82.4284;
0;82.3555;
0;82.2834;
0;82.2113;
0;82.1382;
0;82.0661;
0;81.9942;
0;81.9212;
0;81.8492;
0;81.7773;
0;81.7047;
0;81.6326;
0;81.5608;
0;81.4885;
0;81.4162;
0;81.3445;
0;81.2725;
0;81.2001;
0;81.1285;
0;81.0569;
0;80.9843;
0;80.9128;
0;80.8413;
0;80.7688;
0;80.6973;
0;80.6259;
0;80.5538;
0;80.4822;
0;80.4108;
0;80.339;
0;80.2673;
0;80.196;
0;80.1246;
0;80.0527;
0;79.9815;
0;79.9104;
0;79.8383;
0;79.7672;
0;79.6962;
0;79.6243;
0;79.5533;
0;79.4823;
0;79.4107;
0;79.3396;
0;79.2687;
0;79.1974;
0;79.1261;
0;79.0554;
0;78.9845;
0;78.9132;
0;78.8423;
0;78.7717;
0;78.7005;
0;78.6295;
0;78.559;
0;78.488;
0;78.417;
0;78.3465;
0;78.2757;
0;78.2047;
0;78.1343;
0;78.0638;
0;77.9928;
0;77.9224;
0;77.852;
0;77.7812;
0;77.7108;
0;77.6406;
0;77.5699;
0;77.4994;
