4.312571387346454799e+02,-1.996844599511108299e+03,4.366509503480004405e-03,-1.100307932538962391e-02,6.241818465055513215e-02,1.366209395416638245e+03,1.398815112516119825e+03,1.774449736522512012e+03,1.806422882056047456e+03,-1.574535723009500066e+00,-1.584082485739487955e+00,8.157307374850003567e-01,-1.747441686774381608e+00,-1.043958628888216333e+00,-1.123881513221285600e+00,-2.185690061653874849e+01,1.840885460369326054e+01,1.000000000000000000e+00
4.312571724337176420e+02,-1.996844611808224954e+03,-8.335291372447677094e-02,2.063989012657317310e-02,8.400798409999099547e-02,1.535798180096927126e+03,1.569952935789666753e+03,1.985917970511779458e+03,2.018294701047937224e+03,-5.911484475419971352e-01,-5.677718519506383954e-01,-2.984176203065533883e+01,-2.964164538418297568e+01,3.256169670601341881e+00,3.149956404332851179e+00,-4.478743727414906317e+01,5.273049194546427287e+01,1.000000000000000000e+00
4.312574973947973263e+02,-1.996844736745407090e+03,-5.456249489032852923e-02,-7.803588630983209450e-03,6.767935448758632955e-02,1.411694380948868456e+03,1.855527787103833589e+03,1.921778945245939667e+03,2.355483486360536062e+03,1.004138213600304974e+00,1.273774558423391268e+00,-2.218081389427227990e+00,-3.436556896261732419e+01,6.443209640085821199e+00,1.063138709722946729e+01,-5.344708469385193439e+01,5.990483085093282511e+01,1.000000000000000000e+00
4.312578648784330539e+02,-1.996844931423702747e+03,1.825766375740471570e-02,2.848875914374168206e-01,3.062084065330620761e-02,1.444264139104913284e+03,1.849331991000683956e+03,1.979756903305044034e+03,2.362469245903036153e+03,8.271307451173582903e-01,1.489448372685418853e+00,1.545308101829562762e-02,1.508808559816645634e+01,3.728774609523598826e+01,4.751436588952514484e+01,1.484683315613982657e+01,9.415639962252517137e+01,1.000000000000000000e+00
4.312578446271310213e+02,-1.996845096419965330e+03,5.633014275404699817e-02,-3.839818593670222407e-03,4.631470725126024708e-03,1.419378110044305458e+03,1.790074065374803013e+03,1.946897762594174765e+03,2.306778305715870829e+03,7.984782427664500748e-01,8.223279404595744690e-01,1.613809150029560158e+01,2.502766696484346909e+01,-2.018467013774256191e+00,-2.526049780396589561e+00,-8.910031317881434987e+00,6.678352573281613580e+00,1.000000000000000000e+00
4.312578017688264822e+02,-1.996845169089783212e+03,5.541182004997756427e-02,-3.152899345676295206e-02,2.073750915563025640e-02,1.359299165444919026e+03,1.733435944548172529e+03,1.864732882971680510e+03,2.219929741303307765e+03,7.018699469118884482e-02,1.095156724263173648e-01,1.757074293476707538e+01,2.155870690710897719e+01,-4.357370066212712167e+00,-5.445800968349145066e+00,3.970030361865970470e+00,-1.665071261152305127e+01,1.000000000000000000e+00
4.312578017337271490e+02,-1.996845154436398843e+03,3.474154610308927138e-02,-4.842313959834369103e-03,2.117099188872378565e-02,1.316185212434669438e+03,1.696405383644348603e+03,1.794983405371379149e+03,2.154959369732447158e+03,-1.983560709527003141e+00,-2.417422282777666354e+00,3.573898665649399220e+01,4.283263479006436825e+01,-2.545291744603605522e-01,-2.927568346252482634e-01,1.091582939693161514e+01,-1.208882864923473477e+01,1.000000000000000000e+00
4.312577887812717563e+02,-1.996844515571595366e+03,1.767738727705263413e+00,8.962674750955711145e-03,4.802293413538230582e-02,1.123835444344548250e+03,1.501906690842844910e+03,1.605769376968022243e+03,1.965431798067090995e+03,-4.133643929859715627e+01,-4.611746917221445585e+01,6.251093003853338814e+02,7.437493869846128973e+02,-7.674694491477500158e+00,-1.367546035082787981e+01,-3.422887790435839150e+01,6.219946294347558791e+01,1.000000000000000000e+00
4.312577107043344427e+02,-1.996841063536041474e+03,3.094578925997917729e+00,2.386407474373669797e-03,1.493234785398627196e-01,1.174869772772824717e+03,1.549346050474397998e+03,1.829572266071985723e+03,2.185742456997435511e+03,-1.044169118131148792e+02,-1.183780644886392963e+02,1.180600082233041121e+03,1.354759155066821677e+03,-1.121024355082663959e+01,-2.503559377922015017e+01,-7.073309287327195705e+01,1.120339830608219813e+02,1.000000000000000000e+00
4.312575166474616708e+02,-1.996831437527926710e+03,3.192352920863334997e+00,-8.451396329681781783e-03,3.451733301627542549e-01,1.204974819465912788e+03,1.579493362949881430e+03,2.084172337961623271e+03,2.440051527078133859e+03,-1.452592941719301734e+03,-2.701694183013816200e+03,1.469321629395964237e+03,1.329001537370020060e+03,8.640166694531822955e+00,-1.359943134163725098e+01,-9.310757912035883521e+01,9.499952628196848536e+01,1.000000000000000000e+00
